identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0330	ADV	кос	кос-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кості	Ревматизм висьӧм вӧсна мукӧд пӧлӧс лоӧм чорыд висьӧмъяс дерт КОСТІ жӧ дженьмӧдӧны мортлысь нэмсӧ.
0331	ADV	кос	кос-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	вайӧны	NA	NA	кості	Францияын быд во чужӧ лёквисьӧмӧн висьысь нывбабаяслӧн 20.000 кага шой да 4.000 кымынӧс КОСТІ вайӧны.
0086	NOUN	сынӧд	сынӧд-ӧд	sg	prl	FALSE		NA	NA	NA	TRUE	Väylä (3-ulott.)	Väylä (3)	ilman läpi menevä	ветлыны	ветлан	NA	NA	сынӧдӧд	СЫНӦДӦД ветлан татшӧм машинаяслӧн двигательясыс уна, овлӧ 6 сюрс вӧв вын мындаӧдз.
0090	NOUN	кашель	кашель-яс-ті	pl	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	(jotain likaista asiaa) pitkin mennessä	ветлыны	ветлігӧн	NA	NA	кашельясті	Куйӧд, КАШЕЛЬЯСТІ, сісьман сёян вывті ветлігӧн гутъяслы кокъясас сибдалӧны быдсяма пӧлӧс висьӧмлӧн микробъясыс.
0091	NOUN	места	места-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Kohdeväylä	Väylä	30 km etäiseen paikkaan	ветлыны	ветліс	NA	NA	30 км ылна местаӧд	Фитч паракод йылысь тӧдӧны, мый 1788ʼ воӧ Филадельфиясянь да Берлингтонӧдз (Америкаын) 30 КМ ЫЛНА МЕСТАӦД ветліс 30 пассажирӧн.
0095	NOUN	канал	канал-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä (2)	kulkevat kärryillä kanavia pitkin	ветлыны	ветлісны	NA	NA	каналъясӧдыс	Вӧчалісны бурджык шоссейнӧй туйяс, кодъялісны каналъяс, вӧчалісны посъяс да сӧмын тайӧ шоссейнӧй туйясӧдыс да КАНАЛЪЯСӦДЫС ветлісны сійӧ жӧ телегаясӧн да пуръясӧн.
0096	NOUN	море	море-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	kulkivat meriä pitkin	ветлыны	ветлісны	NA	NA	мореясӧд	хіх нэмса 70-ӧд воясӧдз МОРЕЯСӦД медсясӧ ветлісны паруснӧй суднояс.
0097	NOUN	туй	туй-яс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	kulkevat kärryillä teitä pitkin	ветлыны	ветлісны	NA	NA	туйясӧдыс	Вӧчалісны бурджык шоссейнӧй туйяс, кодъялісны каналъяс, вӧчалісны посъяс да сӧмын тайӧ шоссейнӧй ТУЙЯСӦДЫС да каналъясӧдыс ветлісны сійӧ жӧ телегаясӧн да пуръясӧн.
0098	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	kulkevat jokia pitkin	ветлыны	ветлісны	NA	NA	юясӧд	Водзджыкнас парӧвӧй судноясӧн ветлісны сӧмын ЮЯСӦД да море берег доръясӧд.
0100	NOUN	обсерватория	обсерватория-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä	kuljeskeli pitkin observatoriota	ветлӧдлыны	ветлӧдліс	NA	NA	обсерваторияӧд	Дыр ветлӧдліс Иван ОБСЕРВАТОРИЯӦД, гӧгӧр видлаліс.
0102	NOUN	гӧбӧч	гӧбӧч-ӧд-ыд	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	kulkee pitkin kellaria	ветлӧдлыны	ветлӧдлӧ	NA	NA	гӧбӧчӧдыд	Кузь арся да тӧвся пемыд войяснад гажтӧм налы, войбыд мыйкӧ каститчӧ: быттьӧ ГӦБӦЧӦДЫД «олыся» ветлӧдлӧ, паччӧр сэрӧгад кодкӧ печкӧ да мый да.
0103	NOUN	енэж	енэж-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (huom. aurinko)	Väylä (3)	kuljeskelee taivasta pitkin	ветлӧдлыны	ветлӧдлӧ	NA	NA	енэжӧдыс	Миянлы кажитчӧ, быттьӧкӧ ӧтнас шондіыс надзӧникӧн ветлӧдлӧ ЕНЭЖӦДЫС.
0108	NOUN	васӧдін	васӧдін-ъяс-ті	pl	tra	FALSE		NA	NA	NA	NA	Tila	Väylä (2)	kulkevat kosteikkoja pitkin	ветлӧдлыны	ветлӧдлӧны	NA	NA	васӧдінъясті	Найӧ ветлӧдлӧны кытісюрӧ, ёнджыкасӧ нюръясті, ВАСӦДІНЪЯСТІ, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0109	NOUN	нюр	нюр-ъяс-ті	pl	tra	FALSE		NA	NA	NA	NA	Tila	Tila	kulkevat (mistä sattuu, eniten) soita pitkin	ветлӧдлыны	ветлӧдлӧны	NA	NA	нюръясті	Найӧ ветлӧдлӧны кытісюрӧ, ёнджыкасӧ НЮРЪЯСТІ, васӧдінъясті, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0111	NOUN	улича	улича-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	(heikensi) teitä pitkin menemisen kykenemistä	ветлӧдлыны	ветлӧдлысь позьӧмсӧ	NA	NA	уличаясӧд	Парӧвӧй автомобильлӧн сьӧкыдлуныс да ыджыд места босьтӧмыс нӧшта омӧльтіс самокатъяслысь УЛИЧАЯСӦД ветлӧмлысь позьӧмсӧ.
0112	NOUN	му	му-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (3)	(vesi) menee (helposti pehmeää) maata pitkin / läpi	ветлӧдлыны	ветлӧдлӧ	NA	NA	муӧд	Ӧні бара ӧтитор тӧдмалім: небыд МУӦД кокньыда ва ветлӧдлӧ, кокньыда улісянь вывлань кайӧ.
0115	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Väylä	teitä pitkin meno	ветлыны	ветлӧм	NA	NA	туйясӧд	Пондісны думайтны, оз-ӧ позь тшӧтш кыдзкӧ лӧсьӧдны кӧрт рельсъяса ТУЙЯСӦД ветлӧм вылӧ тайӧ парӧвӧй машинасӧ.
0120	NOUN	море	море-яс-ӧд	pl	prl	FALSE		NA	NA	NA	TRUE	NA	Väylä (2)	meriä pitkin meneminen	ветлыны	ветлӧмыс	NA	NA	мореясӧд	Татшӧм омӧль техниканад кос вывті, юясӧд да МОРЕЯСӦД ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0121	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE		NA	NA	NA	TRUE	Väylä	Väylä	jokia pitkin meneminen	ветлыны	ветлӧмыс	NA	NA	юясӧд	Татшӧм омӧль техниканад кос вывті, ЮЯСӦД да мореясӧд ветлӧмыс, груз новлӧдлӧмыс сувтӧ вӧлі зэв донӧн.
0122	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	TRUE	NA	Väylä	huonoa tietä pitkin menemisestä	ветлыны	ветлӧмысь	NA	NA	туйӧд	Сы вӧсна нӧбасьысьяслы колӧ видзчысьны лёк ТУЙӦД телегаӧн ветлӧмысь, мед оз таркӧд сійӧс.
0123	NOUN	туй	туй-яс-ӧд	pl	prl	FALSE		NA	NA	NA	TRUE	NA	Väylä	teitä pitkin menemisestä	ветлыны	ветлӧмысь	NA	NA	туйясӧд	Сідзи и колӧ вӧлі видзчысьны, мый каналъясӧн владейтысьяс, пошта станцияяс кутысьяс, трактирщикъяс — ставыс, кодъяслы воис барыш важ ногӧн ТУЙЯСӦД ветлӧмысь, чорыда сувтісны кӧрт туй вӧчӧмлы паныд.
0124	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	menevät ilman läpi	ветлыны	ветлӧны	NA	NA	сынӧдті	СЫНӦДТІ ветлӧны и зэв посньыдик ва войтъясысь артмӧм кымӧръяс, и бус.
0125	NOUN	ывла	ывла-ті-ыд	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	kulkevat ulkoa	ветлыны	ветлӧны	NA	NA	ывлатіыд	Тӧдтӧм (бокысь) морт кӧ воас сиктӧ праздник кежлӧ, либӧ туйӧ мунігӧн праздничайтан сиктӧ веськалӧ, сылы зэв гажтӧм, полӧ, а быть ӧд пов: код юра йӧзыд ветлӧны ЫВЛАТІЫД да горзӧны, лёк ногӧн сьылӧны, быд пельӧсын ёрччӧны-матькӧны, лёк ногӧн косясьӧны — пуртъясӧн, изъясӧн да зоръясӧн.
0130	NOUN	мувыв	мувыв-ті	sg	tra	FALSE		NA	NA	NA	TRUE	NA	Tila	maata pitkin menevä	ветлыны	ветлысь	NA	NA	мувывті	МУВЫВТІ ветлысь став кывтӧм пемӧсъяс и мортъяс мыджсьӧны Муӧ, фундамент вылӧ моз.
0137	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä	meni (kehäksi tehtyä) tietä pitkin	ветлыны	вӧлі ветлӧ	NA	NA	туйӧд	Тайӧ поездыс вӧлі ветлӧ кытшӧн вӧчӧм ТУЙӦД.
0294	NOUN	улыс	улыс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	(tuuli) alkaa kulkea tietä pitkin	ветлыны	кутас ветлыны	NA	NA	улысӧдыс	Джодж колӧ вольсавны мусянь 0,5–0,7 метр вылнаӧ, медым УЛЫСӦДЫС кутас ветлыны тӧв.
0439	NOUN	сӧн	сӧн-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	(veri) alkaa mennä suonia pitkin	ветлыны	мӧдас ветлыны	NA	NA	сӧнъясӧдыс	Вирыд ӧдйӧ-ӧдйӧ мӧдас ветлыны СӦНЪЯСӦДЫС, быттьӧ гимнастика вылын.
0576	NOUN	бӧрӧзда	бӧрӧзда-яс-ӧд	pl	tra	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä (2)	ei voi laskea menemään vakoja pitkin	ветлыны	оз позь лэдзны ветлыны	NA	NA	бӧрӧздаясӧд	Оз позь вӧвтӧ лэдзны ветлыны картупель кустъяс кості БӦРӦЗДАЯСӦД, оз позь пыркӧдны картупель мусӧ зыр бердӧ, да с. в.
0608	NOUN	ю	ю-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä	voi mennä jokia pitkin	ветлыны	позьӧ ветлыны	NA	NA	юясӧд	Сійӧ вӧлі висьтавлӧ: «Босьтам кӧ, миян тӧвся пӧра позьӧ ветлыны доддьӧн, а гожӧмын позьӧ ветлыны ЮЯСӦД.
0133	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä	virtaa tietä (=reittiä) pitkin	визувтны	визувтӧ	NA	NA	туйӧд	Тулысын либӧ гырысь зэръяс бӧрын колӧ видз вылад приметитны: кытіджык, кутшӧм ТУЙӦД да кытчӧ визувтӧ ваыс ваа увтас инысь; пасъявны ва визувтан туйяссӧ бедьторъясӧн либӧ гурантор кодйышталӧмӧн.
0144	NOUN	проход	проход-ъяс-ті	pl	tra	FALSE		NA	NA	NA	NA	NA	Väylä	kiskot levittävät lannan kulkuteitä pitkin	вольсасьны	вольсасьӧны	NA	NA	проходъясті	Вердас да куйӧд ПРОХОДЪЯСТІ вольсасьӧны рельсъяс.
0562	NOUN	му	му-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	ei levitä maata pitkin	вольсасьны	оз вольсась	NA	NA	муӧд	Ӧти-кӧ, кокняммӧ картупель керӧмыс — весалӧм корйыс оз вольсась МУӦД, оз сайӧд муас куйлысь картупельсӧ да оз кут торкавны окучниклы, плуглы либӧ гӧрлы гӧриганыс.
0145	NOUN	сопло	сопло-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	putkia (?) pitkin	воны	воӧ	NA	NA	соплоясӧд	Тайӧ лопаткаяс вылас торъя трубкаясӧд (СОПЛОЯСӦД) воӧ ыджыд вына струяӧн пар.
0146	NOUN	трубка	трубка-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	tulee (eri) putkia pitkin	воны	воӧ	NA	NA	трубкаясӧд	Тайӧ лопаткаяс вылас торъя ТРУБКАЯСӦД (соплоясӧд) воӧ ыджыд вына струяӧн пар.
0147	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Kohdeväylä	Väylä	saavuttaa (suoraa) tietä pitkin (lähin tähti)	воӧдчыны	воӧдчыны	NA	NA	туйӧд	Мулы кӧ воӧдчыны веськыд ТУЙӦД медматыса кодзулӧдз Шонді гӧгӧр кытшлалан ӧдӧн, ковмас 40 сюрс во!
0148	NOUN	гырддза	гырддза-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	liikkui kyynärpäästä	вӧрзьӧдны	вӧрзьӧдіс	NA	NA	гырддзаӧдыс	Кодкӧ штабнӧй красноармеецъяс пиысь, бӧрсяньыс матыстчӧмӧн, вӧрзьӧдіс Ворошиловӧс ГЫРДДЗАӦДЫС.
0149	NOUN	гырддза	гырддза-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Tila	heiluu kyynärpäistä	вӧрны	вӧрӧ	NA	NA	гырддзаясӧд	Лыяс ӧтлаасянінъясӧд — ГЫРДДЗАЯСӦД и пидзӧсъясӧд ки-кок мортлӧн вӧрӧ.
0150	NOUN	ӧтлаасянін	ӧтлаасянін-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Tila	heiluu (luiden) yhtymäkohdista	вӧрны	вӧрӧ	NA	NA	ӧтлаасянінъясӧд	Лыяс ӦТЛААСЯНІНЪЯСӦД — гырддзаясӧд и пидзӧсъясӧд ки-кок мортлӧн вӧрӧ.
0365	ADV?	кутшӧм	кутшӧм-ъяс-ӧд	NA	prl	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кутшӧмъясӧд	Партия хvі съезд вылын Сталин ёрт индіс: «Миянлы пӧ колӧ мунны (скӧт видзӧмын А. К.) сійӧ жӧ туйясӧд, КУТШӦМЪЯСӦД мунім зернӧвӧй проблема разрешитігӧн, мӧд ногӧн кӧ, — совхозъяс да колхозъяс котыртӧм пыр».
0366	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	— Висьтав, КЫТІ тэнад висьӧ, мый сэки тэкӧд лолӧ?
0367	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	— Волывлы, — шуӧ, — татчӧ частӧджык, видзӧд, тӧдмав, КЫТІ мый, кыдзи вӧчсьӧ, отсасьны талы кутан.
0368	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	2) увтас видзьяс (КЫТІ увтаслаыс, вывті васӧдлаыс оз туй муяс вылӧ);
0369	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	8) Платформа вылӧ турун лэптыссьӧ габарит серти (джуджыда-ӧ тӧрӧ кӧрт туй посъяс увті, КЫТІ лоӧ мунны платформалы) да овлӧ обычнӧя 2,5 м судта.
0370	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Вевдорас кӧрт листъясысь вӧчӧны тшын петан туй, КЫТІ тшыныс бергӧдчӧ кык пӧв, да вевдорсӧ вольсалӧны кирпичӧн.
0371	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Весавны заводиттӧдз первой ниралӧны идзасысь вӧчӧм гӧрӧдӧн сійӧ местаяс, КЫТІ няйтӧссьӧма да пӧсялӧма, сэсся весалӧны тшӧткаӧн.
0372	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Гадьяс гӧгӧрыс гартӧмаӧсь зэв уна посньыдик трубочкаясӧн, КЫТІ ветлӧ вир.
0373	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Голясӧ, киняувъяссӧ, пель сайяссӧ, кокъяс костсӧ — быдлаті, КЫТІ кусыня кучикыс — косьтыны сӧмын личкыштӧмӧн: небыдика тап-тап вӧчышт.
0374	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Гу колӧ кодйыны кытчӧкӧ бокӧ и мед абу матын оланінсянь да КЫТІ оз ветлӧдлы скӧт, кытчӧ немтор оз кӧдзны, оз вӧдитны пуктасъяс да кытысь оз перйыны сёй ни лыа.
0375	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Десятичнӧй вески вылӧ вӧчсьӧ клетка, кодлӧн ӧти бокыс увлань воссяна да КЫТІ куканьсӧ веситігӧн йӧртсьӧ.
0376	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Ёнджыка кӧлӧ мыськавны киняувтӧ да мукӧдлаті, КЫТІ ёнджыка пӧсялӧ (ньылӧдӧ).
0377	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Заразатӧ колӧ бырӧдны скӧт видзанінтӧ пелькӧдӧмӧн, чышкӧмӧн-мыськӧмӧн, шондіыд нӧ отсалас вины коляс заразасӧ (стенъяссьыс, джоджсьыс, няйтсьыс, буссьыс, — КЫТІ он вермы мыськыны, чышкыны).
0378	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Ковмас корсьысьны, КЫТІ сотчӧ.
0379	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Кор пӧжарыс ёна нин паськыда босьтсьӧма да рабочӧй выныс оз тырмы пӧжарсӧ кытшӧ босьтны, — колӧ мыйкӧ мында йӧзӧс сувтӧдны пӧжар бокъяс пӧлӧн, КЫТІ биыс ньӧжйӧджык мунӧ главнӧй направленньӧ серти.
0380	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Кӧтасьӧм сю бӧж ёна польдӧ, чужӧ да артмӧ ёна топыд эж, КЫТІ сынӧдыд некутшӧма нин оз пыр.
0381	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	кыдзиджык заводитны, мыйджык вӧчны, васӧдінъяс косьтігӧн, КЫТІ да кодарӧ канаваяс кодйыны, ещӧ нин гырысь нюръяс косьтігӧн; сідз жӧ и мыръяс перйигӧн.
0382	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	КЫТІ доймалӧны кокъясыс, пырджык видзӧны кӧртӧдӧн.
0383	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	КЫТІ ӧтлаасьӧны (вуджӧны мӧда-мӧднысӧ) визьяс, сэні и лоӧ пӧжар местаыс.
0384	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Мед планкаясыс топыдджыка жмитчисны жӧлӧб бердас, жӧлӧб пыдӧсас кодйӧны орччӧн кык бӧрӧздакодьӧс, КЫТІ и ветлӧны гезъясыс.
0385	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Медбы косьтыны, тулыссяньыс лым сылігас колӧ пасъявны бедьясӧн сэтшӧм местаяссӧ, КЫТІ лым ваыс ёнджыка мунӧ.
0386	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Медым кудзыс визувтіс бокӧ, джоджсӧ скӧт сулаланінас колӧ вӧчны неуна пӧлӧнджык, ичӧтик канава кодьӧн, КЫТІ кудзыс вермас визувтны скӧт оланінсяньыс ылӧджык.
0387	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Мортыслӧн яяс эм зэв уна сӧнъяс, КЫТІ сувтлытӧг ветлӧ мортлӧн вирыс.
0388	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Найӧс сэні видлалӧны, юасьӧны, КЫТІ да кыдзи висьӧ, кор кыдзи висьмис; велӧдӧны кыдзи бурдӧдчыны, кыдзи овны, медым регыдджык бурдан.
0389	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Несолончаковӧй степъяс вылысь, КЫТІ войдӧр уджавлӧмаӧсь, пуктыссьӧ медбур пырей турун, абу кӧ сійӧ ёна сорласьӧма полынь турунӧн.
0390	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Нига индас кор, КЫТІ ывлавылысь позьӧ тӧдмавны.
0391	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	ӧтиас — площадькодьӧс, кытчӧ чукӧрмӧ вольӧсыс да асмогыс; мӧдӧс — жӧлӧб (ворга), КЫТІ визувтӧ куйӧд ваыс.
0392	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Петӧ живицаыс вевдорас, КЫТІ пуыслӧн кырсьыс потӧма дзик пуӧдзыс.
0393	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Платформа вылӧ турун лэптыссьӧ габарит серти (джуджыда-ӧ тӧрӧ кӧрт туй посъяс увті, КЫТІ лоӧ мунны платформалы) да овлӧ обычнӧя 2,5 м судта.
0394	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Посни турун — пуктыссьӧ вылын местаясысь, КЫТІ ваыс босьтлывлӧ не быд во да кытысь туруныс омӧля торъялӧ дав выв турун дінысь.
0395	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Пуысь вӧчӧм джоджув колӧ цементавны. Цементавнысӧ колӧ пӧкатӧн, КЫТІ пондас визувтны куйӧд ваыс канаваясӧ.
0396	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Пырей быдман районъяс основнӧя позьӧ юкны кык пельӧ: первой — степъяс вылын сэтшӧм местаяс, КЫТІ выльӧн на гӧрлӧмаӧсь, но эновтӧмаӧсь, сетӧны тадзи шусян «пырей турун».
0397	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Силос башня вевт вылас колӧ лоны розь, КЫТІ сюявсьӧ силосуйтан кӧрымыс.
0398	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Сы вӧсна курӧгпиян и вермӧны бӧрйыны аслыныс места, КЫТІ налы колӧ.
0399	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Сэні тракторлы эм КЫТІ ветлӧдлыны.
0400	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Та вылӧ прӧсекъяс паськӧдчӧны 15 метрӧдз да лӧсьӧдчӧны сідзи, медым найӧс позис используйтны вӧр кыскалан туй пыдди да мукӧдлаӧ, шуам вӧрсӧ бурджыка видзӧм вылӧ, а пӧжаръяс дырйи — кусӧдчыны йӧзӧс регыдджыка веськӧдӧм вылӧ, сійӧ местаас, КЫТІ сотчӧ.
0401	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тадзи видлалӧмӧн миян оз коль ньӧти видлавтӧм места, КЫТІ эськӧ вӧлі доя либӧ висяна ин вӧвлӧн.
0402	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тадзи колӧ пасъясьны, медым тӧдны КЫТІ да кодарлань кодйыны канаваяс — валы визувтан туй.
0403	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ лёквисьӧмыс индӧ миянлы туйсӧ, кӧні уна омӧльторлӧн вужйыс, КЫТІ колӧ орӧдны сійӧс.
0404	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ уджсӧ бура тӧдысьяс (луговодъяс да инженеръяс) мерайтасны дона струментъясӧн КЫТІ медвывтас да кыті медувтас нюрыдлӧн ли, виддзыдлӧн ли.
0405	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ уджсӧ бура тӧдысьяс (луговодъяс да инженеръяс) мерайтасны дона струментъясӧн кыті медвывтас да КЫТІ медувтас нюрыдлӧн ли, виддзыдлӧн ли.
0406	ADV	кы	кы-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Шӧркоддьӧм турун — пуктыссьӧ сэтшӧм керӧс бокъясысь да ю пӧлӧнъясысь, КЫТІ ойдлӧ ваӧн, но ваыс сэні оз сулав.
0407	ADV	кы	кы-ті-джык	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытіджык	Пасъяласны тувъясӧн, КЫТІДЖЫК, кодарӧ да джуджыда-ӧ кодйыны шӧр канавасӧ.
0408	ADV	кы	кы-ті-джык	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытіджык	Тулысын либӧ гырысь зэръяс бӧрын колӧ видз вылад приметитны: КЫТІДЖЫК, кутшӧм туйӧд да кытчӧ визувтӧ ваыс ваа увтас инысь; пасъявны ва визувтан туйяссӧ бедьторъясӧн либӧ гурантор кодйышталӧмӧн.
0409	ADV	кы	кы-ті-кӧ	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытікӧ	Би кусӧдӧм бӧрын пӧжар кусӧдӧмӧн веськӧдлысьлы колӧ аслыс кытшовтны сотчӧм места гӧгӧрыс да тӧдмасьны оз-ӧ КЫТІКӦ угрожайт биыс выльысь чужны.
0410	ADV	кы	кы-ті-кӧ	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытікӧ	Сӧмын ми, дерт, ог став бердлӧмсӧ аддзылӧ, тӧлысьыд ичӧт да сылӧн вуджӧрыс тупйӧ сӧмын КЫТІКӦ му сярыдлысь.
