identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0346	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	ilman läpi lentäminen	лэбалан	NA	сынӧдті	СЫНӦДТІ лэбалан чорыд карабъяс пиысь позьӧ индыны «Цеппелин» вылӧ.
0347	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	ilman läpi lentävä	лэбалан	NA	сынӧдті	Тайӧ СЫНӦДТІ лэбалан гигант, сійӧс вӧчӧмыс (мувывса сооруженньӧяс — мачтаяс, эллингъяс да мукӧдторъяс лыддьытӧгыс на) сувтӧ 4 миллион шайтӧдз, сообщенньӧын збыльвылӧ чудесаяс вӧчӧ.
0348	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	ilman läpi lentävä	лэбалан	NA	сынӧдті	Эмӧсь СЫНӦДТІ лэбалан веськӧдлан небыд, джынвыйӧ чорыд да чорыд дирижабльяс.
0349	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	ilman kautta lentämisreitti	лэбалан туй	NA	сынӧдті	Миянлы колӧ ӧні жӧ збыльысь чорыда босьтчыны сёрнитны Мӧскуасянь Дальнӧй Востокӧ, Сахалинӧ, Камчаткаӧ да мукӧдлаӧ СЫНӦДТІ лэбалан туйяс лӧсьӧдӧм йылысь.
0350	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	ilman kautta lentämisreittejä	лэбалан туйястӧ	NA	сынӧдті	Сэсся ӧд сыысь кындзи СЫНӦДТІ лэбалан туйястӧ восьтӧмыд йитас ылын местаяссӧ центръяскӧд, во гӧгӧр чӧж позьны кутас йитӧдсӧ кутны, а сійӧ зэв коланатор экономика да политика боксянь.
0351	NOUN	закод	закод-ӧд-ыд	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	(ötökät) lentävät käymälän läpi	лэбаласны	NA	закодӧдыд	Вӧлӧмкӧ, гутъясыд ЗАКОДӦДЫД лэбаласны, висьысь нывбабалысь микроба асмогтӧ сёясны, сэсся — йӧв вылӧ, йӧв дозъясӧ.
0352	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	lentää ilman läpi	лэбалӧ	NA	сынӧдті	СЫНӦДТІ лэбалӧ, оз усь и аэроплан.
0353	NOUN	сынӧд	сынӧд-ӧд	sg	prl	FALSE	Väylä (3-ulott.)	NA	NA	NA	NA	NA	ilman läpi lentämisen (historia)	лэбалӧмлӧн	NA	сынӧдӧд	СЫНӦДӦД лэбалӧмлӧн историяыс нӧшта на петкӧдлӧ, кутшӧм ыджыд тыдаланалун босьтӧ сійӧ машина, коді пырӧ кутшӧмкӧ техника отрасльӧ.
0354	NOUN	сынӧд	сынӧд-ӧд	sg	prl	FALSE	Väylä (3-ulott.)	NA	NA	NA	NA	NA	ilmaa pitkin lentämisen	лэбалӧмлысь	NA	сынӧдӧд	Империалистическӧй война ёна ӧддзӧдіс СЫНӦДӦД лэбалӧмлысь быдмӧмсӧ.
0355	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	ilman läpi lentämisessä	лэбалӧмын	NA	сынӧдті	Кутшӧм достиженньӧяс эмӧсь став му вылас СЫНӦДТІ лэбалӧмын, позьӧ аддзыны со кутшӧм лыдпасъясысь (видзӧд 24 листбок):
0356	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	ilman läpi lentämisessä	лэбалӧмын	NA	сынӧдті	Немечьяслӧн СЫНӦДТІ лэбалӧмын гырысь достиженньӧясыс тшӧктӧны збыльысь ёна босьтсьыны и миян Союзын гырысь дирижабльяс лӧсьӧдӧмас.
0357	NOUN	керка	керка-яс-ӧд	pl	prl	FALSE	NA	NA	NA	NA	NA	NA	lentävät talojen poikki	лэбалӧны	NA	керкаясӧд	Жар гожӧмын найӧ сё сюрсъясӧн лэбалӧны керкаяс гӧгӧр, КЕРКАЯСӦД.
0358	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	lentävät ilman läpi	лэбалӧны	NA	сынӧдті	Ми вермам кыксё километрӧн час мунны поездъяс вылын либӧ автомобильӧн; ассьыс сёрнисӧ ӧні мортыд вермӧ уна сюрс километр сайӧ мӧдӧдны радио кузя; йӧзыд лэбачьяс моз СЫНӦДТІ лэбалӧны саридзьяс (море) сайӧ да сідз водзӧ!
0359	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	lentää vuoren yli	лэбас	гӧра	вывті	Сэтшӧм ӧдйӧ лэбигӧн снарад кытшовтас Мутӧ часӧн-джынйӧнӧн; сы бӧрын сійӧ выльысь лэбас лыйсян гӧра ВЫВТІ.
0360	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	ilman läpi lentäen	лэбигӧн	NA	сынӧдті	СЫНӦДТІ лэбигӧн из ниртчӧ сынӧдас, сыысь зэв ёна доналӧ.
0361	ADP	туй	туй-ӧд	sg	prl	FALSE	NA	TRUE	NA	NA	NA	NA	lentää ruuvin (kierteen?) tavalla	лэбӧ	винта	туйӧд	Сійӧ лэбӧ пространствоын быттьӧ винта ТУЙӦД (17ʼ серп.).
0362	NOUN	пространство	пространство-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	lentävät avaruutta pitkin	лэбӧны	NA	пространствоӧд	Кометаыд — сійӧ прӧстӧй, абу зэв ыджыд бус да из чукӧр, кодъяс ӧтгудырйӧ лэбӧны ПРОСТРАНСТВОӦД.
0363	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	lentävät ilman läpi	лэбӧны	NA	сынӧдті	Сідзи позьӧ шуны лыйӧм пуляяс йылысь, снарадъяс йылысь, кор найӧ лэбӧны СЫНӦДТІ.
0364	ADP	кост	кост-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	joiden välistä laskivat	лэдзисны	кодъяс	костӧд	Сійӧ вӧлі вӧчӧма кык валикысь, кодъяс КОСТӦД лэдзисны сутуга либӧ вӧсньыдик ота металл.
0365	ADV?	кутшӧм	кутшӧм-ъяс-ӧд	NA	prl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кутшӧмъясӧд	Партия хvі съезд вылын Сталин ёрт индіс: «Миянлы пӧ колӧ мунны (скӧт видзӧмын А. К.) сійӧ жӧ туйясӧд, КУТШӦМЪЯСӦД мунім зернӧвӧй проблема разрешитігӧн, мӧд ногӧн кӧ, — совхозъяс да колхозъяс котыртӧм пыр».
0366	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	— Висьтав, КЫТІ тэнад висьӧ, мый сэки тэкӧд лолӧ?
0367	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	— Волывлы, — шуӧ, — татчӧ частӧджык, видзӧд, тӧдмав, КЫТІ мый, кыдзи вӧчсьӧ, отсасьны талы кутан.
0368	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	2) увтас видзьяс (КЫТІ увтаслаыс, вывті васӧдлаыс оз туй муяс вылӧ);
0369	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	8) Платформа вылӧ турун лэптыссьӧ габарит серти (джуджыда-ӧ тӧрӧ кӧрт туй посъяс увті, КЫТІ лоӧ мунны платформалы) да овлӧ обычнӧя 2,5 м судта.
0370	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Вевдорас кӧрт листъясысь вӧчӧны тшын петан туй, КЫТІ тшыныс бергӧдчӧ кык пӧв, да вевдорсӧ вольсалӧны кирпичӧн.
0371	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Весавны заводиттӧдз первой ниралӧны идзасысь вӧчӧм гӧрӧдӧн сійӧ местаяс, КЫТІ няйтӧссьӧма да пӧсялӧма, сэсся весалӧны тшӧткаӧн.
0372	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Гадьяс гӧгӧрыс гартӧмаӧсь зэв уна посньыдик трубочкаясӧн, КЫТІ ветлӧ вир.
0373	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Голясӧ, киняувъяссӧ, пель сайяссӧ, кокъяс костсӧ — быдлаті, КЫТІ кусыня кучикыс — косьтыны сӧмын личкыштӧмӧн: небыдика тап-тап вӧчышт.
0374	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Гу колӧ кодйыны кытчӧкӧ бокӧ и мед абу матын оланінсянь да КЫТІ оз ветлӧдлы скӧт, кытчӧ немтор оз кӧдзны, оз вӧдитны пуктасъяс да кытысь оз перйыны сёй ни лыа.
0375	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Десятичнӧй вески вылӧ вӧчсьӧ клетка, кодлӧн ӧти бокыс увлань воссяна да КЫТІ куканьсӧ веситігӧн йӧртсьӧ.
0376	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Ёнджыка кӧлӧ мыськавны киняувтӧ да мукӧдлаті, КЫТІ ёнджыка пӧсялӧ (ньылӧдӧ).
0377	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Заразатӧ колӧ бырӧдны скӧт видзанінтӧ пелькӧдӧмӧн, чышкӧмӧн-мыськӧмӧн, шондіыд нӧ отсалас вины коляс заразасӧ (стенъяссьыс, джоджсьыс, няйтсьыс, буссьыс, — КЫТІ он вермы мыськыны, чышкыны).
0378	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Ковмас корсьысьны, КЫТІ сотчӧ.
0379	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Кор пӧжарыс ёна нин паськыда босьтсьӧма да рабочӧй выныс оз тырмы пӧжарсӧ кытшӧ босьтны, — колӧ мыйкӧ мында йӧзӧс сувтӧдны пӧжар бокъяс пӧлӧн, КЫТІ биыс ньӧжйӧджык мунӧ главнӧй направленньӧ серти.
0380	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Кӧтасьӧм сю бӧж ёна польдӧ, чужӧ да артмӧ ёна топыд эж, КЫТІ сынӧдыд некутшӧма нин оз пыр.
0381	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	кыдзиджык заводитны, мыйджык вӧчны, васӧдінъяс косьтігӧн, КЫТІ да кодарӧ канаваяс кодйыны, ещӧ нин гырысь нюръяс косьтігӧн; сідз жӧ и мыръяс перйигӧн.
0382	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	КЫТІ доймалӧны кокъясыс, пырджык видзӧны кӧртӧдӧн.
0383	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	КЫТІ ӧтлаасьӧны (вуджӧны мӧда-мӧднысӧ) визьяс, сэні и лоӧ пӧжар местаыс.
0384	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Мед планкаясыс топыдджыка жмитчисны жӧлӧб бердас, жӧлӧб пыдӧсас кодйӧны орччӧн кык бӧрӧздакодьӧс, КЫТІ и ветлӧны гезъясыс.
0385	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Медбы косьтыны, тулыссяньыс лым сылігас колӧ пасъявны бедьясӧн сэтшӧм местаяссӧ, КЫТІ лым ваыс ёнджыка мунӧ.
0386	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Медым кудзыс визувтіс бокӧ, джоджсӧ скӧт сулаланінас колӧ вӧчны неуна пӧлӧнджык, ичӧтик канава кодьӧн, КЫТІ кудзыс вермас визувтны скӧт оланінсяньыс ылӧджык.
0387	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Мортыслӧн яяс эм зэв уна сӧнъяс, КЫТІ сувтлытӧг ветлӧ мортлӧн вирыс.
0388	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Найӧс сэні видлалӧны, юасьӧны, КЫТІ да кыдзи висьӧ, кор кыдзи висьмис; велӧдӧны кыдзи бурдӧдчыны, кыдзи овны, медым регыдджык бурдан.
0389	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Несолончаковӧй степъяс вылысь, КЫТІ войдӧр уджавлӧмаӧсь, пуктыссьӧ медбур пырей турун, абу кӧ сійӧ ёна сорласьӧма полынь турунӧн.
0390	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Нига индас кор, КЫТІ ывлавылысь позьӧ тӧдмавны.
0391	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	ӧтиас — площадькодьӧс, кытчӧ чукӧрмӧ вольӧсыс да асмогыс; мӧдӧс — жӧлӧб (ворга), КЫТІ визувтӧ куйӧд ваыс.
0392	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Петӧ живицаыс вевдорас, КЫТІ пуыслӧн кырсьыс потӧма дзик пуӧдзыс.
0393	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Платформа вылӧ турун лэптыссьӧ габарит серти (джуджыда-ӧ тӧрӧ кӧрт туй посъяс увті, КЫТІ лоӧ мунны платформалы) да овлӧ обычнӧя 2,5 м судта.
0394	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Посни турун — пуктыссьӧ вылын местаясысь, КЫТІ ваыс босьтлывлӧ не быд во да кытысь туруныс омӧля торъялӧ дав выв турун дінысь.
0395	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Пуысь вӧчӧм джоджув колӧ цементавны. Цементавнысӧ колӧ пӧкатӧн, КЫТІ пондас визувтны куйӧд ваыс канаваясӧ.
0396	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Пырей быдман районъяс основнӧя позьӧ юкны кык пельӧ: первой — степъяс вылын сэтшӧм местаяс, КЫТІ выльӧн на гӧрлӧмаӧсь, но эновтӧмаӧсь, сетӧны тадзи шусян «пырей турун».
0397	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Силос башня вевт вылас колӧ лоны розь, КЫТІ сюявсьӧ силосуйтан кӧрымыс.
0398	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Сы вӧсна курӧгпиян и вермӧны бӧрйыны аслыныс места, КЫТІ налы колӧ.
0399	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Сэні тракторлы эм КЫТІ ветлӧдлыны.
0400	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Та вылӧ прӧсекъяс паськӧдчӧны 15 метрӧдз да лӧсьӧдчӧны сідзи, медым найӧс позис используйтны вӧр кыскалан туй пыдди да мукӧдлаӧ, шуам вӧрсӧ бурджыка видзӧм вылӧ, а пӧжаръяс дырйи — кусӧдчыны йӧзӧс регыдджыка веськӧдӧм вылӧ, сійӧ местаас, КЫТІ сотчӧ.
0401	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тадзи видлалӧмӧн миян оз коль ньӧти видлавтӧм места, КЫТІ эськӧ вӧлі доя либӧ висяна ин вӧвлӧн.
0402	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тадзи колӧ пасъясьны, медым тӧдны КЫТІ да кодарлань кодйыны канаваяс — валы визувтан туй.
0403	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ лёквисьӧмыс индӧ миянлы туйсӧ, кӧні уна омӧльторлӧн вужйыс, КЫТІ колӧ орӧдны сійӧс.
0404	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ уджсӧ бура тӧдысьяс (луговодъяс да инженеръяс) мерайтасны дона струментъясӧн КЫТІ медвывтас да кыті медувтас нюрыдлӧн ли, виддзыдлӧн ли.
0405	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Тайӧ уджсӧ бура тӧдысьяс (луговодъяс да инженеръяс) мерайтасны дона струментъясӧн кыті медвывтас да КЫТІ медувтас нюрыдлӧн ли, виддзыдлӧн ли.
0406	ADV	кы	кы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыті	Шӧркоддьӧм турун — пуктыссьӧ сэтшӧм керӧс бокъясысь да ю пӧлӧнъясысь, КЫТІ ойдлӧ ваӧн, но ваыс сэні оз сулав.
0407	ADV	кы	кы-ті-джык	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытіджык	Пасъяласны тувъясӧн, КЫТІДЖЫК, кодарӧ да джуджыда-ӧ кодйыны шӧр канавасӧ.
0408	ADV	кы	кы-ті-джык	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытіджык	Тулысын либӧ гырысь зэръяс бӧрын колӧ видз вылад приметитны: КЫТІДЖЫК, кутшӧм туйӧд да кытчӧ визувтӧ ваыс ваа увтас инысь; пасъявны ва визувтан туйяссӧ бедьторъясӧн либӧ гурантор кодйышталӧмӧн.
0409	ADV	кы	кы-ті-кӧ	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытікӧ	Би кусӧдӧм бӧрын пӧжар кусӧдӧмӧн веськӧдлысьлы колӧ аслыс кытшовтны сотчӧм места гӧгӧрыс да тӧдмасьны оз-ӧ КЫТІКӦ угрожайт биыс выльысь чужны.
0410	ADV	кы	кы-ті-кӧ	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытікӧ	Сӧмын ми, дерт, ог став бердлӧмсӧ аддзылӧ, тӧлысьыд ичӧт да сылӧн вуджӧрыс тупйӧ сӧмын КЫТІКӦ му сярыдлысь.
0411	ADV	кы	кы-ті-сюрӧ	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытісюрӧ	Найӧ ветлӧдлӧны КЫТІСЮРӦ, ёнджыкасӧ нюръясті, васӧдінъясті, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0412	ADP	кост	кост-ӧд	sg	prl	FALSE	Aukko	NA	NA	NA	NA	TRUE	kynsien välistä laskien	лэдзӧмӧн	гыжьяс	костӧд	Бобӧнянь турунлысь воӧм позьӧ тӧдны засӧ гартӧмӧн (песлалӧмӧн) да гыжъяс КОСТӦД ӧтка за лэдзӧмӧн.
0413	ADP	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	laskevat akselien välistä	лэдзӧны	валъяс	костті	Мед эськӧ бура косьтыны, бумагасӧ выльысь лэдзӧны валъяс КОСТТІ.
0414	ADV	кыкла	кыкла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	4) Стойкаяс кӧртавлысьӧны платформа вомӧнногыс КЫКЛАТІ: стойка шӧрӧд да вылысӧдыс.
0415	ADV	кыкла	кыкла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Анькытш воӧм бӧрын пуртӧс потӧ кык пельӧ, КЫКЛАТІ, джынъясыс ӧдйӧ зэв пинёвтчасны, ылӧ вермӧны шыбитны ассьыныс кӧйдысъяссӧ.
0416	ADV	кыкла	кыкла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Кык кымын вершӧк сайӧд кага кынӧмсянь гӧгсӧ КЫКЛАТІ зэв зэлыда колӧ кӧртавны да кык кӧрталӧм костӧдыс вундыны ножичӧн.
0417	ADV	кыкла	кыкла-ті	NA	prl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Стойкаяс кӧртавлысьӧны платформа вомӧнногыс КЫКЛАТІ: стойка шӧрӧд да вылысӧдыс.
0418	ADV	кымынкӧла	кымынкӧла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кымынкӧлаті	Кужтӧгыд уджалігӧн сэсся КЫМЫНКӦЛАТІ розьӧдӧма маткасӧ да сювъяссӧ.
0419	ADV	кыт	кыт-ъяс-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытъясті	Лэбзис сійӧ со КЫТЪЯСТІ: Фридрихсгафен — Токио (сэтчӧ пуксьыліс) — Лос-Анжелос (сэтчӧ пуксьыліс) — Нью-Йорк (сэтчӧ пуксьыліс) — Фридрихсгафен.
0420	ADV	кыт	кыт-ъяс-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытъясті	Пресс колӧ лун кежлӧ этша вылӧ нёльысь ӧкуратнӧя мавтны олеонафтӧн быд местаті, КЫТЪЯСТІ индалас монтёр.
0421	ADP	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	laskevat akselin välistä	лэдзӧны	вал	костті	Тайӧ паськыд дӧра кодь лентасӧ лэдзӧны кык вал КОСТТІ.
0422	NOUN	труба	труба-яс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	NA	laskevat (kuumaa höyryä) putkia pitkin	лэдзӧны	NA	трубаясӧд	ТРУБАЯСӦД валъяс пытшкӧ лэдзӧны пӧсь ру, кодӧн пӧсьӧдӧны валъяс.
0423	NOUN	трубка	трубка-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	laskevat (kuumaa höyryä) putka pitkin	лэдзӧны	NA	трубкаӧд	Кодыр пӧртйыс тыра, розьсӧ тупкӧны да лэдзӧны ТРУБКАӦД пӧсь ру.
0424	NOUN	кост	кост-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	laskematta välistä	лэдзтӧг	NA	костті	Колӧ босьтчыны чорыдджыка бырӧдны тайӧс: ёнджыка мыждыны татшӧм мыж вочысьясӧс да пукӧдны КОСТТІ лэдзтӧг; ёнджыка нуӧдны культурнӧй удж да лӧсьӧдны садя гажъяс.
0425	ADP	пытш	пытш-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	ilman läpi laskiessa	лэччигӧн	сынӧд	пытшті	Зэр ва артмигас овлӧ нач сӧстӧм, сӧмын мувежӧсвывса сынӧд ПЫТШТІ лэччигӧн сэтчӧ кӧласьӧны уна быд пӧлӧс микроорганизмъяс, уна няйт да бус.
0426	NOUN	чышъян	чышъян-ӧд	sg	prl	FALSE	NA	NA	TRUE	NA	NA	NA	maalaa … ja sitten pyyhkeellä	мавтышт	NA	чышъянӧд	Бырӧдны со кыдзи: юрсӧ кагаыдлысь выяв — мавтышт выя кинад (выйыд медым сӧстӧм), сэсся ЧЫШЪЯНӦД.
0427	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	jotta (instrumentin kielet (?) menisivät jousien viivojen myötäisesti	мед ветлісны	струна везъяс	вывтіыс	Канифольнас музыкантъяс мавтӧны смычкаяснысӧ, мед найӧ ёнджыка ветлісны струна везъяс ВЫВТІЫС да.
0428	NOUN	дор	дор-ъяс-ӧд-ыс	pl	prl	TRUE	NA	NA	NA	NA	NA	NA	jotta (kanavat) olisivat reunojen myötäiset	мед вӧліны	NA	доръясӧдыс	Быд туйлы колӧ лоны, мед шӧрыс мылькъя, ДОРЪЯСӦДЫС мед вӧліны канаваяс, кытчӧ эськӧ визувтіс туй вывсьыс ваыс.
0429	ADV	ма	ма-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	маті	Водзӧ сійӧ жӧ лентанас мерайтсьӧ кызта морӧс гӧгӧрыс шоша шӧр весьттіыс, водз кок гырддза дортіыс МАТІ (чут в, г).
0430	ADP	берд	берд-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	jotta ei hierry seinän reunasta	мед эз зыртчы	стен	бердтіыс	илослӧн стенъясыс мед сулалӧны вӧлі веськыда да вӧлісны шыльыдӧсь, мед кӧрымыс пуксис ӧткодя да мед эз зыртчы силосыс стен БЕРДТІЫС.
0431	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	jotta (puhdas ilma) menisi munien vierestä	медым ветліс	колькъяс	дінті	Кор колькйыд абу уна, бурджык сійӧ видзны неыджыд кӧрзинкаын, медым колькъяс ДІНТІ вӧляа ветліс сӧстӧм сынӧд.
0432	ADP	кос	кос-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	jotta voisi alkaa menemään näiden välistä	медым позьны кутас ветлӧдлыны	на	кості	Чукӧръяссӧ тэчны веськыд радъясӧн, медым позьны кутас бура ветлӧдлыны на КОСТІ гӧрйӧн да пиняӧн.
0433	NOUN	шӧртас	шӧртас-ті-ыс	sg	tra	TRUE	Väylä (mitta)	NA	NA	NA	NA	NA	mittaat keskeltä	мерайтан	NA	шӧртастіыс	Пудъя гираыс 8 пӧв ыджыдджык 5 пунтасьыс, дай и чугуныс 8 пӧв жӧ унджык вӧчигас сы вылӧ муніс, местасӧ сынӧдас (дерт, оз джодж вылас) 8 пӧв жӧ унджык босьтӧ, — а пасьтасӧ кӧ мерайтан ШӦРТАСТІЫС, сӧмын 2 пӧв либӧ 2 да джын пӧв ыджыдджык 5 пунта дорсьыс.
0434	ADP	вылі	вылі-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	TRUE	rinnan päältä mitaten	мерайтӧмӧн	морӧс	выліті	айӧ сортӧ пырӧны 10 сантиметрысь кызджык пуяс (морӧс ВЫЛІТІ мерайтӧмӧн), вӧр материалъяс иналан условйӧяс серти, а мукӧд вӧрыс, кодъясӧс оз позь инавны (вузавны), донъялӧмӧ ог пырны.
0435	ADP	коласт	коласт-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	mittaavat korvien välistä	мерайтӧны	пель	коластӧдыс	Порсь мерайтсьӧ тадз: босьтӧны дюйма лента да мерайтӧны водзджык туша кузьта юр бӧр мыльксяньыс пель КОЛАСТӦДЫС (затылочнӧй бугорсяньыс) да лентасӧ мыш кузяыс нюжӧдӧны бӧж вуж бердӧдзыс.
